Metabolites,ion,name,feature,coef,coef (abs),cor,pval,fdr
Dethiobiotin,213.12,CIN5,YOR028C,0,0,-0.485587541,0.041062843,0.072725759
Ornithine,131.08,ACE2,YLR131C,0,0,-0.649287697,0.003547135,0.010234239
Dethiobiotin,213.12,TYE7,YOR344C,0,0,0.432766066,0.07284181,0.118267374
Dethiobiotin,213.12,HAP5,YOR358W,0,0,-0.527663391,0.024412754,0.047411354
Dethiobiotin,213.12,MET31,YPL038W,0,0,0.442949917,0.065628661,0.108397901
Ornithine,131.08,CHA4,YLR098C,0,0,-0.582188442,0.011245336,0.025222813
Dethiobiotin,213.12,SPT23,YKL020C,0,0,-0.418337473,0.084040992,0.132619599
Ornithine,131.08,FKH2,YNL068C,0,0,0.760220767,0.000250572,0.001173635
Dethiobiotin,213.12,GZF3,YJL110C,0,0,-0.314128569,0.204267016,0.277034276
Dethiobiotin,213.12,RPH1,YER169W,0,0,-0.488321541,0.039771033,0.070800798
Dethiobiotin,213.12,INO2,YDR123C,0,0,-0.488321541,0.039771033,0.070800798
Dethiobiotin,213.12,SWI5,YDR146C,0,0,-0.312403212,0.20689781,0.27970935
Dethiobiotin,213.12,UME6,YDR207C,0,0,-0.499746432,0.034706154,0.063772557
Hypoxanthine,135.03,HAP3,YBL021C,0,0,-0.392109463,0.107535227,0.163614505
Hypoxanthine,135.03,PDR3,YBL005W,0,0,-0.451260434,0.060147297,0.100473325
Dethiobiotin,213.12,YAP6,YDR259C,0,0,0.536449967,0.021724831,0.042977383
Dethiobiotin,213.12,SUM1,YDR310C,0,0,-0.348028954,0.156992157,0.224896561
Dethiobiotin,213.12,CAD1,YDR423C,0,0,-0.200591461,0.424811063,0.496191339
Dethiobiotin,213.12,YHP1,YDR451C,0,0,-0.411251832,0.089978888,0.140942339
Dethiobiotin,213.12,STP1,YDR463W,0,0,-0.512445044,0.029675618,0.055798536
Dethiobiotin,213.12,GCN4,YEL009C,0,0,-0.539269955,0.020913291,0.041664068
Dethiobiotin,213.12,GLN3,YER040W,0,0,-0.511045464,0.030200539,0.05669276
Dethiobiotin,213.12,SWI4,YER111C,0,0,-0.360927612,0.141158605,0.206549843
Ornithine,131.08,AFT2,YPL202C,0,0,-0.604864506,0.007828399,0.019221361
Dethiobiotin,213.12,GAT1,YFL021W,0,0,-0.191853464,0.445668202,0.516396325
Dethiobiotin,213.12,SIP4,YJL089W,0,0,0.396736275,0.103084243,0.158044821
Dethiobiotin,213.12,PHO4,YFR034C,0,0,-0.424995303,0.078727182,0.126108671
Ornithine,131.08,GCR1,YPL075W,0,0,0.802593557,6.11E-05,0.000408365
Dethiobiotin,213.12,HSF1,YGL073W,0,0,0.516889622,0.028055415,0.053030562
Ornithine,131.08,HAP5,YOR358W,0,0,-0.737312669,0.000480284,0.001928199
Dethiobiotin,213.12,SUT1,YGL162W,0,0,-0.469035088,0.049580402,0.084975917
Ornithine,131.08,AZF1,YOR113W,0,0,-0.752287083,0.000316327,0.001392858
Ornithine,131.08,CIN5,YOR028C,0,0,-0.804371902,5.72E-05,0.000387557
Dethiobiotin,213.12,RIM101,YHL027W,0,0,-0.313678083,0.204951781,0.277578209
Dethiobiotin,213.12,STE12,YHR084W,0,0,-0.353264654,0.150425291,0.217116867
Dethiobiotin,213.12,STB5,YHR178W,0,0,-0.508928889,0.031008001,0.057980714
Ornithine,131.08,INO4,YOL108C,0,0,-0.755450222,0.000288557,0.001297488
Dethiobiotin,213.12,XBP1,YIL101C,0,0,-0.47558714,0.046062587,0.07966118
Dethiobiotin,213.12,FKH1,YIL131C,0,0,-0.445992279,0.063580596,0.105746317
Dethiobiotin,213.12,ZAP1,YJL056C,0,0,-0.540858952,0.020466612,0.040997583
Inosine,267.07,MET32,YDR253C,0,0,0.099670671,0.693956857,0.741280913
